,fileID,class_0,x_coord_0,y_coord_0,width_0,height_0,class_1,x_coord_1,y_coord_1,width_1,height_1,class_2,x_coord_2,y_coord_2,width_2,height_2,class_3,x_coord_3,y_coord_3,width_3,height_3,class_4,x_coord_4,y_coord_4,width_4,height_4,class_5,x_coord_5,y_coord_5,width_5,height_5,num_objects,class_6,x_coord_6,y_coord_6,width_6,height_6,class_7,x_coord_7,y_coord_7,width_7,height_7,class_8,x_coord_8,y_coord_8,width_8,height_8,class_9,x_coord_9,y_coord_9,width_9,height_9,class_10,x_coord_10,y_coord_10,width_10,height_10,class_11,x_coord_11,y_coord_11,width_11,height_11,class_12,x_coord_12,y_coord_12,width_12,height_12,class_13,x_coord_13,y_coord_13,width_13,height_13,class_14,x_coord_14,y_coord_14,width_14,height_14,class_15,x_coord_15,y_coord_15,width_15,height_15,class_16,x_coord_16,y_coord_16,width_16,height_16,class_17,x_coord_17,y_coord_17,width_17,height_17,class_18,x_coord_18,y_coord_18,width_18,height_18,class_19,x_coord_19,y_coord_19,width_19,height_19,class_20,x_coord_20,y_coord_20,width_20,height_20,class_21,x_coord_21,y_coord_21,width_21,height_21,class_22,x_coord_22,y_coord_22,width_22,height_22,class_23,x_coord_23,y_coord_23,width_23,height_23,class_24,x_coord_24,y_coord_24,width_24,height_24,class_25,x_coord_25,y_coord_25,width_25,height_25,class_26,x_coord_26,y_coord_26,width_26,height_26,class_27,x_coord_27,y_coord_27,width_27,height_27,class_28,x_coord_28,y_coord_28,width_28,height_28,class_29,x_coord_29,y_coord_29,width_29,height_29,class_30,x_coord_30,y_coord_30,width_30,height_30,class_31,x_coord_31,y_coord_31,width_31,height_31,class_32,x_coord_32,y_coord_32,width_32,height_32,class_33,x_coord_33,y_coord_33,width_33,height_33,class_34,x_coord_34,y_coord_34,width_34,height_34,class_35,x_coord_35,y_coord_35,width_35,height_35,class_36,x_coord_36,y_coord_36,width_36,height_36,class_37,x_coord_37,y_coord_37,width_37,height_37,class_38,x_coord_38,y_coord_38,width_38,height_38
5060,2009_002052,5,0.483,0.4453333333333333,0.718,0.2826666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,2009_002054,14,0.5690000000000001,0.5906666666666667,0.25,0.8133333333333334,14,0.291,0.512,0.446,0.9706666666666667,4,0.857,0.6466666666666666,0.034,0.15733333333333333,4,0.835,0.6013333333333333,0.03,0.104,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,2009_002057,14,0.19,0.7413793103448275,0.07200000000000001,0.21485411140583555,14,0.256,0.6511936339522546,0.02,0.04509283819628647,6,0.918,0.8222811671087533,0.16,0.28116710875331563,5,0.533,0.6007957559681697,0.402,0.33687002652519893,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,2009_002060,4,0.503,0.48533333333333334,0.27,0.9706666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,2009_002064,8,0.28300000000000003,0.41866666666666663,0.39,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,2009_002066,5,0.445,0.5493333333333333,0.786,0.5493333333333333,14,0.2,0.49866666666666665,0.044,0.058666666666666666,14,0.251,0.5013333333333333,0.042,0.06933333333333333,14,0.295,0.49866666666666665,0.034,0.058666666666666666,14,0.343,0.48666666666666664,0.038,0.072,14,0.40700000000000003,0.48933333333333334,0.042,0.056,7,14,0.532,0.488,0.076,0.17066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,2009_002072,2,0.4834801762114538,0.4969604863221884,0.5352422907488987,0.46504559270516715,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,2009_002077,13,0.498,0.49866666666666665,0.932,0.9973333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,2009_002083,17,0.376,0.6493333333333333,0.46,0.5893333333333333,15,0.358,0.34933333333333333,0.20400000000000001,0.14933333333333332,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,2009_002086,2,0.62,0.6173333333333333,0.176,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,2009_002088,10,0.546,0.7,0.42,0.5946666666666667,14,0.797,0.7866666666666666,0.254,0.42133333333333334,8,0.9540000000000001,0.9213333333333333,0.088,0.152,8,0.178,0.8373333333333333,0.06,0.32,14,0.305,0.5733333333333334,0.154,0.30933333333333335,14,0.14300000000000002,0.5626666666666666,0.122,0.5173333333333333,21,14,0.38,0.5533333333333333,0.116,0.296,14,0.6900000000000001,0.6626666666666666,0.212,0.3973333333333333,14,0.647,0.5306666666666666,0.146,0.20266666666666666,14,0.647,0.45866666666666667,0.05,0.16,14,0.41600000000000004,0.45999999999999996,0.068,0.15733333333333333,14,0.616,0.47866666666666663,0.052000000000000005,0.17333333333333334,14,0.402,0.36,0.06,0.10133333333333333,14,0.61,0.3773333333333333,0.036000000000000004,0.04533333333333333,14,0.59,0.39866666666666667,0.036000000000000004,0.13066666666666665,14,0.562,0.3733333333333333,0.02,0.09066666666666666,8,0.928,0.844,0.08,0.30666666666666664,14,0.464,0.3813333333333333,0.02,0.042666666666666665,14,0.441,0.376,0.034,0.032,14,0.35100000000000003,0.764,0.302,0.4666666666666667,15,0.14100000000000001,0.5413333333333333,0.162,0.33066666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,2009_002089,4,0.5209580838323353,0.723,0.3293413173652695,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,2009_002093,11,0.47100000000000003,0.5186666666666666,0.71,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170,2009_002096,3,0.47600000000000003,0.5533333333333333,0.604,0.4026666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,2009_002098,10,0.625,0.616,0.114,0.16,8,0.562,0.616,0.07200000000000001,0.15466666666666667,8,0.681,0.624,0.066,0.15466666666666667,8,0.559,0.5893333333333333,0.066,0.128,10,0.319,0.5853333333333333,0.246,0.13066666666666665,8,0.357,0.6093333333333333,0.082,0.13599999999999998,12,8,0.274,0.5866666666666667,0.07200000000000001,0.112,8,0.41100000000000003,0.5826666666666667,0.05,0.14133333333333334,8,0.322,0.524,0.048,0.024,8,0.247,0.5146666666666666,0.042,0.016,14,0.727,0.5066666666666666,0.058,0.07466666666666666,8,0.705,0.5013333333333333,0.078,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,2009_002099,0,0.499,0.432,0.998,0.6773333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,2009_002103,6,0.81,0.57125,0.364,0.1475,6,0.044,0.5825,0.088,0.23,6,0.08600000000000001,0.54125,0.076,0.0825,6,0.435,0.51,0.17400000000000002,0.07,6,0.39,0.7212500000000001,0.756,0.4625,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,2009_002104,7,0.49866666666666665,0.536,0.9706666666666667,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,2009_002105,5,0.673,0.5546666666666666,0.362,0.3413333333333333,6,0.145,0.6373333333333333,0.182,0.096,13,0.336,0.62,0.032,0.04533333333333333,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,2009_002107,10,0.8280000000000001,0.9453333333333332,0.34,0.104,14,0.336,0.5866666666666667,0.664,0.8213333333333334,8,0.776,0.8079999999999999,0.224,0.192,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,2009_002112,12,0.363,0.5555555555555556,0.406,0.4624624624624625,14,0.723,0.4219219219219219,0.138,0.3153153153153153,14,0.864,0.44144144144144143,0.108,0.3183183183183183,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,2009_002116,18,0.5405405405405406,0.418,0.9129129129129129,0.716,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,2009_002117,6,0.47200000000000003,0.487987987987988,0.756,0.47147147147147145,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,2009_002118,9,0.796,0.7293333333333333,0.404,0.45599999999999996,9,0.509,0.6813333333333333,0.306,0.3173333333333333,9,0.445,0.6946666666666667,0.454,0.39199999999999996,9,0.229,0.72,0.33,0.29866666666666664,9,0.178,0.612,0.14400000000000002,0.12,9,0.069,0.712,0.094,0.224,7,9,0.013000000000000001,0.6986666666666667,0.026000000000000002,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,2009_002119,1,0.486,0.5249110320284697,0.8280000000000001,0.8505338078291814,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,2009_002120,6,0.499,0.4984939759036145,0.998,0.996987951807229,6,0.929,0.14759036144578314,0.138,0.29518072289156627,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,2009_002123,14,0.58,0.6386666666666666,0.584,0.7173333333333333,15,0.146,0.6813333333333333,0.292,0.632,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,2009_002126,5,0.43,0.46096096096096095,0.47600000000000003,0.7357357357357357,6,0.095,0.6981981981981982,0.19,0.26726726726726724,14,0.75,0.6651651651651651,0.044,0.1831831831831832,14,0.8180000000000001,0.6666666666666666,0.02,0.15015015015015015,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,2009_002129,13,0.492,0.7398477157360406,0.752,0.515228426395939,14,0.53,0.5114213197969543,0.384,0.7182741116751269,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335,2009_002133,16,0.447,0.5570570570570571,0.354,0.5315315315315315,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,2009_002145,1,0.598,0.7959999999999999,0.332,0.4026666666666667,14,0.123,0.604,0.246,0.7866666666666666,14,0.337,0.6306666666666666,0.20600000000000002,0.7333333333333333,14,0.856,0.7906666666666666,0.28400000000000003,0.41333333333333333,6,0.439,0.9346666666666666,0.074,0.072,6,0.352,0.9546666666666667,0.092,0.064,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,2009_002146,3,0.5605700712589073,0.494,0.7458432304038005,0.836,3,0.2494061757719715,0.682,0.37054631828978624,0.428,14,0.501187648456057,0.8160000000000001,0.0332541567695962,0.084,14,0.7719714964370546,0.847,0.0332541567695962,0.046,14,0.836104513064133,0.848,0.0332541567695962,0.056,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6929,2009_002147,14,0.53,0.49866666666666665,0.936,0.9973333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,2009_002149,6,0.535,0.43543543543543545,0.258,0.27627627627627627,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6988,2009_002151,12,0.52125,0.553,0.7825,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,2009_002152,5,0.494,0.5439999999999999,0.876,0.576,14,0.029,0.6373333333333333,0.03,0.128,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6946,2009_002153,2,0.263,0.64,0.274,0.7146666666666667,2,0.544,0.6653333333333333,0.28400000000000003,0.6639999999999999,2,0.75,0.572,0.336,0.776,2,0.506,0.208,0.44,0.2826666666666667,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2009_002173,3,0.504,0.4615384615384615,0.988,0.863905325443787,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,2009_002176,7,0.42933333333333334,0.425,0.8586666666666667,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,2009_002180,13,0.873,0.1927710843373494,0.25,0.3855421686746988,13,0.657,0.14457831325301207,0.254,0.27108433734939763,13,0.302,0.06475903614457831,0.06,0.12951807228915663,13,0.34500000000000003,0.06174698795180723,0.066,0.12349397590361447,13,0.396,0.06626506024096386,0.064,0.13253012048192772,13,0.437,0.04969879518072289,0.074,0.09939759036144578,7,14,0.49,0.08433734939759037,0.04,0.16867469879518074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,2009_002182,12,0.556,0.48447204968944096,0.744,0.8074534161490683,14,0.163,0.4518633540372671,0.222,0.38198757763975155,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023,2009_002192,17,0.615,0.5093333333333333,0.766,0.5813333333333334,14,0.441,0.5533333333333333,0.20600000000000002,0.6426666666666666,11,0.755,0.476,0.29,0.19466666666666665,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,2009_002193,11,0.5675,0.5273279352226721,0.775,0.868421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,2009_002197,18,0.589,0.33076923076923076,0.406,0.48923076923076925,6,0.338,0.16615384615384615,0.052000000000000005,0.04923076923076923,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2009_002198,11,0.41400000000000003,0.7639664804469274,0.548,0.21508379888268156,11,0.47500000000000003,0.4581005586592179,0.794,0.6368715083798883,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,2009_002203,5,0.431,0.5945945945945946,0.41400000000000003,0.39039039039039036,5,0.212,0.6126126126126126,0.02,0.14414414414414414,5,0.124,0.6111111111111112,0.148,0.19519519519519518,1,0.765,0.6816816816816816,0.046,0.09009009009009009,14,0.767,0.6426426426426426,0.05,0.11411411411411411,6,0.971,0.6351351351351351,0.042,0.05105105105105105,7,13,0.851,0.6486486486486487,0.042,0.04804804804804805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2009_002204,4,0.7,0.499,0.35342465753424657,0.93,4,0.2958904109589041,0.498,0.3561643835616438,0.932,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
